11/10/24 12.59 - Alex: @6282139259006 ki piye DC pora?;;;;;;
11/10/24 12.59 - Atha: selamat cen;;;;;;
11/10/24 12.59 - Atha: mangan sek;;;;;;
11/10/24 12.59 - Alex: Yo kabar kabar e;;;;;;
11/10/24 13.00 - Alex: <Media tidak disertakan>;;;;;;
11/10/24 13.34 - Atha: sido ga;;;;;;
11/10/24 13.38 - Alex: Sek lagek mangan yok an;;;;;;
11/10/24 13.40 - Atha: ngantuk parah i;;;;;;
11/10/24 13.40 - Alex: La ngko po piye bar bar isya po sore yo kenek;;;;;;
11/10/24 13.42 - duta: wes a mangan sek;;;;;;
11/10/24 13.43 - Atha: manut;;;;;;
11/10/24 13.43 - Atha: yen bengi nyusul tapi;;;;;;
11/10/24 14.23 - Bayu: Podo;;;;;;
11/10/24 17.07 - Atha: <Media tidak disertakan>;;;;;;
11/10/24 19.09 - Alex: cah iki topik e meh opo ki arep tak cicil;;;;;;
11/10/24 19.10 - duta: iki lex;;;;;;
11/10/24 19.10 - Alex: oke;;;;;;
11/10/24 19.12 - Atha: <Video note omitted>;;;;;;
11/10/24 19.13 - Alex: <Media tidak disertakan>;;;;;;
11/10/24 20.16 - Alex: <Media tidak disertakan>;;;;;;
11/10/24 20.16 - Alex: monggo direvisi jika perlu;;;;;;
11/10/24 20.17 - Alex: <Media tidak disertakan>;;;;;;
11/10/24 20.53 - Zaki: paket komplit ngene;;;;;;
11/10/24 21.20 - Atha: <Media tidak disertakan>;;;;;;
11/10/24 21.20 - Atha: <Media tidak disertakan>;;;;;;
11/10/24 21.20 - Atha: <Media tidak disertakan>;;;;;;
11/10/24 21.23 - Alex: <Media tidak disertakan>;;;;;;
13/10/24 14.57 - Alex: Eh cah aps seng nomer 1 kan kon jelaske progres la wi meh dijawab piye; soale kan awak dewe sak kelompok yakali jawaban e bedo bedo progres e;;;;;
13/10/24 15.04 - duta: angger gawe nggo kata kata ne dewe wae;;;;;;
13/10/24 15.04 - Alex: maksude ki progrese ki meh di omongne teko ngnedi meh an;;;;;;
13/10/24 15.05 - duta: aku sih mung tekan pieces;;;;;;
13/10/24 15.06 - Alex: berarti fix tekan pieces ya dadi sak kelompok i jawaban e podo;;;;;;
13/10/24 15.07 - duta: <Media tidak disertakan>;;;;;;
13/10/24 15.08 - Alex: <Media tidak disertakan>;;;;;;
13/10/24 15.08 - duta: <Media tidak disertakan>;;;;;;
13/10/24 16.36 - Bayu: Iki nomer piro;;;;;;
13/10/24 17.00 - Zaki: 1;;;;;;
13/10/24 17.04 - Alex: inpo kan nomer 2;;;;;;
13/10/24 17.10 - duta: lha iki paragraf 2 nomor 2;;;;;;
13/10/24 17.10 - Alex: <Media tidak disertakan>;;;;;;
13/10/24 17.10 - Bayu: La renek nomere marai bingung;;;;;;
13/10/24 17.10 - Bayu: Nomer 2 kan kon gawe nganggo studi kasus meneh;;;;;;
13/10/24 17.10 - Alex: <Media tidak disertakan>;;;;;;
13/10/24 17.11 - Bayu: Analisis kelayakane;;;;;;
13/10/24 17.11 - Alex: Maksude;;;;;;
13/10/24 17.11 - duta: null;;;;;;
13/10/24 17.11 - Bayu: Oleh nganggo sek garapane dewe kui; tapi bedo pembahasan . Di gawe analisis kelayakan meneh soko studi kasus kui;;;;;
13/10/24 17.12 - Alex: Mosok iyo jon kerja 2 kali no;;;;;;
13/10/24 17.13 - Bayu: Masute nomer 2 ki studi kelayakan soko stdi kasus ki di gawe ngunu;;;;;;
13/10/24 17.14 - Bayu: Soale kan buatlah contoh analisis kelayakan  sistem  pada studi kasus tertentu;;;;;;
13/10/24 17.15 - Alex: Ki seng ws ngirim tugas sopo ae cah?;;;;;;
13/10/24 17.18 - Zaki: studi kasus e bebas to;;;;;;
13/10/24 17.18 - Bayu: Bebas;;;;;;
13/10/24 17.18 - Bayu: Penting gawe;;;;;;
13/10/24 17.18 - Bayu: Analisis kelayakan;;;;;;
13/10/24 17.19 - Zaki: yowes;;;;;;
13/10/24 17.41 - duta: aku;;;;;;
13/10/24 17.42 - Atha: keren banget kamu bang;;;;;;
13/10/24 17.43 - Alex: <Media tidak disertakan>;;;;;;
13/10/24 17.45 - duta: <Media tidak disertakan>;;;;;;
13/10/24 17.52 - Atha: <Media tidak disertakan>;;;;;;
13/10/24 18.13 - duta: <Media tidak disertakan>;;;;;;
17/10/24 19.40 - Atha: gimans kawan;;;;;;
18/10/24 19.21 - Atha: @6281337414045;;;;;;
18/10/24 20.44 - Alex: <Media tidak disertakan>;;;;;;
21/10/24 15.18 - Atha: https://gartic.io/066Adl02;;;;;;
21/10/24 15.28 - Atha: https://gartic.io/066TkwAi;;;;;;
21/10/24 15.35 - Atha: https://gartic.io/055VSAPI;;;;;;
21/10/24 20.42 - Atha: <Media tidak disertakan>;;;;;;
21/10/24 20.42 - Zaki: sangar;;;;;;
21/10/24 21.02 - Atha: @6281337414045;;;;;;
22/10/24 07.18 - Alex: <Media tidak disertakan>;;;;;;
22/10/24 10.50 - Atha: <Media tidak disertakan>;;;;;;
22/10/24 11.53 - Alex: null;;;;;;
22/10/24 11.54 - Alex: Inter :;;;;;;
1. https://www.researchgate.net/publication/333485907_Blended_Learning_A_New_Hybrid_Teaching_Methodology;;;;;;
3. https://journal3.uin-alauddin.ac.id/index.php/alasma/article/view/13646;;;;;;
2. https://scholar.google.com/citations?view_op=view_citation&hl=id&user=23DM5eEAAAAJ&citation_for_view=23DM5eEAAAAJ:J-pR_7NvFogC;;;;;;
;;;;;;
local :;;;;;;
1. https://journal.unismuh.ac.id/index.php/jkpd/article/view/3934;;;;;;
2. https://jurnaldikbud.kemdikbud.go.id/index.php/jpnk/article/view/1841;;;;;;
3. https://www.researchgate.net/publication/352059290_Analisis_Tingkat_Kesiapan_Perguruan_Tinggi_dan_Tingkat_Kepuasan_Pengguna_dalam_Implementasi_E-Learning_System_Sebagai_Dampak_dari_Pandemi_Covid_19;;;;;;
4. https://www.edukatif.org/index.php/edukatif/article/view/89;;;;;;
5. https://ojs.unm.ac.id/pubpend/article/view/14427 <Pesan ini diedit>;;;;;;
22/10/24 12.14 - Alex: Pesan ini dihapus;;;;;;
22/10/24 13.34 - Alex: <Media tidak disertakan>;;;;;;
22/10/24 18.48 - Atha: info nim;;;;;;
22/10/24 18.48 - Alex: L200220205;;;;;;
22/10/24 18.48 - Bayu: L200220205 alex;;;;;;
L200220223 bayu;;;;;;
22/10/24 18.49 - Alex: <Media tidak disertakan>;;;;;;
22/10/24 18.50 - duta: L200220200;;;;;;
22/10/24 18.51 - Bayu: <Media tidak disertakan>;;;;;;
22/10/24 18.52 - duta: <Media tidak disertakan>;;;;;;
22/10/24 18.52 - Zaki: L200220208;;;;;;
22/10/24 18.53 - Bayu: <Media tidak disertakan>;;;;;;
22/10/24 18.57 - Atha: https://www.canva.com/design/DAGUSzrWBs8/av1WbRudLaeR_sueB8O88g/edit?utm_content=DAGUSzrWBs8&utm_campaign=designshare&utm_medium=link2&utm_source=sharebutton;;;;;;
22/10/24 18.58 - Alex: <Media tidak disertakan>;;;;;;
22/10/24 19.00 - Atha: <Media tidak disertakan>;;;;;;
22/10/24 19.01 - Alex: <Media tidak disertakan>;;;;;;
22/10/24 19.01 - Atha: golekne logo spada;;;;;;
22/10/24 19.03 - Alex: https://images.app.goo.gl/TFxy55H3TUf8zCJd9;;;;;;
22/10/24 19.06 - Atha: yang bulat;;;;;;
22/10/24 19.06 - Atha: ngga bisa masuk;;;;;;
22/10/24 19.06 - Alex: Raono jir;;;;;;
22/10/24 19.06 - Alex: Logo ums opsional akwkwowkw;;;;;;
22/10/24 19.07 - Atha: yws logo ums ae;;;;;;
22/10/24 19.08 - Atha: @6281288360400;;;;;;
22/10/24 19.09 - Avicena: ?;;;;;;
22/10/24 19.09 - Atha: nim kocak;;;;;;
22/10/24 19.09 - Avicena: 204;;;;;;
22/10/24 19.16 - Atha: deki nim piro;;;;;;
22/10/24 19.22 - Dicky: 199;;;;;;
22/10/24 19.23 - Alex: <Media tidak disertakan>;;;;;;
22/10/24 19.25 - Atha: dc kene lek;;;;;;
22/10/24 19.25 - Alex: Sek meh mangan aku;;;;;;
22/10/24 19.29 - Atha: ancuk pendahuluan e dowo tenan;;;;;;
22/10/24 19.29 - Alex: @6283863404275 seng gae mana ku  tau;;;;;;
22/10/24 19.31 - Bayu: Suog;;;;;;
22/10/24 19.31 - Bayu: Jenengku kleru;;;;;;
22/10/24 19.31 - Alex: Kelakuan e @6282139259006 aowkwowwk;;;;;;
22/10/24 19.35 - Atha: ws manut ae;;;;;;
22/10/24 19.35 - duta: ngerimen cah;;;;;;
22/10/24 19.36 - Atha: ngko slide pertama insert logo ums yo;;;;;;
22/10/24 19.36 - Atha: tak insert mau ga simetris;;;;;;
22/10/24 19.36 - Alex: <Media tidak disertakan>;;;;;;
22/10/24 19.36 - duta: okee;;;;;;
22/10/24 19.36 - Atha: karo kek i bunga opo sesuatu ngono;;;;;;
22/10/24 19.37 - Atha: ben ga kosong;;;;;;
22/10/24 19.37 - Alex: <Media tidak disertakan>;;;;;;
22/10/24 19.37 - duta: okee;;;;;;
22/10/24 19.37 - duta: null;;;;;;
22/10/24 19.39 - Atha: jirrr saitama kah;;;;;;
22/10/24 19.40 - duta: bjirrlahh;;;;;;
22/10/24 19.40 - duta: lengah dikit langsung bahas film porno;;;;;;
22/10/24 19.41 - Atha: ngomong o dut ono sg nduwe agomo;;;;;;
22/10/24 19.42 - duta: null;;;;;;
22/10/24 19.44 - Atha: oyyyy;;;;;;
22/10/24 19.44 - Atha: mengerikan;;;;;;
22/10/24 19.45 - Bayu: <Media tidak disertakan>;;;;;;
22/10/24 19.50 - Atha: <Media tidak disertakan>;;;;;;
22/10/24 19.50 - Bayu: Kalimat lengkap e pie;;;;;;
22/10/24 19.50 - Bayu: Ss en;;;;;;
22/10/24 19.51 - Atha: <Media tidak disertakan>;;;;;;
22/10/24 19.52 - Alex: Sek tak deloke e file sena sek;;;;;;
22/10/24 19.53 - Alex: Nk ng file sena varias ki;;;;;;
22/10/24 19.53 - Alex: @6281288360400 varias apa jir;;;;;;
22/10/24 19.55 - Atha: opo varian;;;;;;
22/10/24 19.55 - Alex: @6281288360400 inpo inpo;;;;;;
22/10/24 19.55 - Alex: <Media tidak disertakan>;;;;;;
22/10/24 19.56 - Alex: Nk manut dokumen e sena varias ki;;;;;;
22/10/24 19.56 - Avicena: Variasi;;;;;;
22/10/24 19.56 - Alex: <Media tidak disertakan>;;;;;;
22/10/24 20.53 - Atha: akeh tenan anying;;;;;;
22/10/24 21.21 - Atha: iki ga ono kelayakan hukum?;;;;;;
22/10/24 21.21 - Atha: oh ono;;;;;;
22/10/24 21.26 - duta: tak edit iki?;;;;;;
22/10/24 21.26 - Atha: iyo sesuai rencana;;;;;;
22/10/24 21.27 - duta: iki tok?;;;;;;
22/10/24 21.27 - Atha: yhh;;;;;;
22/10/24 21.28 - Atha: karo elemen yen pengen;;;;;;
22/10/24 21.44 - Atha: ws bar;;;;;;
22/10/24 21.46 - Avicena: Jenenge co;;;;;;
22/10/24 21.50 - duta: done;;;;;;
22/10/24 21.50 - duta: iki ancen ppt ne akeh?;;;;;;
22/10/24 21.50 - duta: kek oga ppt bjirr;;;;;;
22/10/24 21.52 - Atha: aku manut sg ngek i materi bzir;;;;;;
22/10/24 22.02 - Avicena: Pendahuluan e 3 slide jir;;;;;;
22/10/24 22.07 - Atha: lha 8 sitasi;;;;;;
22/10/24 22.07 - Atha: meh gimana @6281337414045;;;;;;
22/10/24 22.08 - Alex: Gimana piye;;;;;;
23/10/24 08.50 - Atha: Kisi2 mppl:;;;;;;
1. Perangkat kerja mangement;;;;;;
2. Three spear 3 management proyek;;;;;;
3. 4 kerangka oraganisasi;;;;;;
4. Lingkup pekerjaan SDLC;;;;;;
5. Kegiatan teknik sm aktivitas management;;;;;;
6. Tahapan waktu management proyek;;;;;;
7. Presedent diagram;;;;;;
8. SRS(Sistem Requirment S);;;;;;
9. 6 proses management lingkup;;;;;;
23/10/24 09.00 - Atha: <Media tidak disertakan>;;;;;;
23/10/24 09.08 - Atha: https://gartic.io/066FzNyo;;;;;;
23/10/24 09.20 - Alex: <Media tidak disertakan>;;;;;;
23/10/24 09.20 - Atha: https://gartic.io/066rtiy8;;;;;;
23/10/24 14.06 - Alex: @6282139259006 seng nggowo laptop kowe to?;;;;;;
23/10/24 14.36 - Atha: nda tau;;;;;;
24/10/24 19.50 - Dicky: info isi laporan e op ae <Pesan ini diedit>;;;;;;
24/10/24 19.53 - Atha: <Media tidak disertakan>;;;;;;
24/10/24 19.54 - Dicky: tenanan jink;;;;;;
24/10/24 19.58 - duta: pendahuluan; isi;;;;;
24/10/24 19.58 - duta: dapus?;;;;;;
24/10/24 19.59 - Dicky: enek seng moto ppt ra;;;;;;
24/10/24 20.01 - Alex: Ppt sng ndi?;;;;;;
24/10/24 20.03 - duta: ppt opo?;;;;;;
24/10/24 20.11 - Dicky: seng isi laporan kae lo;;;;;;
24/10/24 20.18 - Alex: Iki?;;;;;;
24/10/24 20.43 - Dicky: ws ws;;;;;;
24/10/24 20.43 - Dicky: iki seng kelayakan sistem gur teko ekonomi jir;;;;;;
24/10/24 20.44 - Dicky: dihapus op gen ae;;;;;;
24/10/24 20.44 - Zaki: sing perlu tok ae;;;;;;
24/10/24 20.59 - Alex: Ga kabeh po?;;;;;;
24/10/24 21.05 - Dicky: la iki;;;;;;
24/10/24 22.07 - Dicky: <Media tidak disertakan>;;;;;;
24/10/24 22.07 - Dicky: tok ngumpulke nengdi;;;;;;
24/10/24 22.07 - duta: spada;;;;;;
24/10/24 22.08 - Dicky: ga enk i;;;;;;
24/10/24 22.19 - Zaki: drung digawe paling;;;;;;
27/10/24 18.13 - Dicky: maateri aps gur teko pertemuan 5 to seng spada;;;;;;
27/10/24 18.13 - Alex: yes king;;;;;;
27/10/24 18.14 - Dicky: wokeh;;;;;;
27/10/24 18.14 - Dicky: lhaa pengumpulan laporan e enk rung cuy;;;;;;
27/10/24 18.14 - Alex: ws mbok sitasi dik wi pendahuluanne;;;;;;
27/10/24 18.15 - Dicky: aaku copy ppt i;;;;;;
27/10/24 18.15 - Alex: ppt durung di sitasi ketoke <Pesan ini diedit>;;;;;;
27/10/24 18.17 - Dicky: tambahi cuy;;;;;;
29/10/24 22.25 - Zaki: Kisi-Kisi DWDM;;;;;;
Ada pertanyyan teoritis;;;;;;
Ada 1 pertanyan  diberi star schema; mengganbaf kubusnya; jawab pertanyaan ;;;;
Pengertain data warehouse ;;;;;;
Perbedaan oltp olap;;;;;;
Skema data warehouse;;;;;;
Menggambar kubus;;;;;;
29/10/24 22.26 - Atha: laporan e ws disubmit?;;;;;;
29/10/24 22.27 - Zaki: sampun;;;;;;
29/10/24 22.33 - Avicena: Zak iki kisiÂ² dosen sopo?;;;;;;
29/10/24 22.35 - Atha: ketok e tipe soal e mung 1;;;;;;
29/10/24 22.36 - Zaki: ra ngerti si; tapi oleh ko kancaku sak kelas mbi dewe;;;;;
29/10/24 22.36 - Avicena: Oke;;;;;;
29/10/24 22.36 - Zaki: info rangkuman;;;;;;
29/10/24 22.37 - Atha: tutor kubus bolo;;;;;;
30/10/24 00.28 - Bayu: Ndelok video sek bab 4;;;;;;
30/10/24 00.28 - Bayu: Neng ol;;;;;;
30/10/24 00.28 - Bayu: Sek pak yusuf jelasne;;;;;;
01/11/24 20.00 - Bayu: Info jawaban soal nomer 1 tahun lalu MPPL;;;;;;
01/11/24 20.05 - Atha: Pesan ini dihapus;;;;;;
01/11/24 20.07 - Atha: Aspek Bisnis:;;;;;;
;;;;;;
#NAME?;;;;;;
#NAME?;;;;;;
Siapa saja pemangku kepentingan yang akan mendapatkan manfaat dari proyek ini?;;;;;;
#NAME?;;;;;;
#NAME?; instalasi; dan pemeliharaan laptop?;;;;
;;;;;;
Aspek Teknologi:;;;;;;
;;;;;;
#NAME?;;;;;;
#NAME?;;;;;;
#NAME?;;;;;;
#NAME?;;;;;;
;;;;;;
Aspek Organisasi:;;;;;;
;;;;;;
#NAME?;;;;;;
#NAME?;;;;;;
#NAME?;;;;;;
#NAME?; teknisi; dan penyedia perangkat akan dilakukan agar proyek berjalan lancar?;;;;
01/11/24 20.08 - Alex: <Media tidak disertakan>;;;;;;
01/11/24 20.09 - Atha: <Media tidak disertakan>;;;;;;
01/11/24 20.10 - Alex: <Media tidak disertakan>;;;;;;
01/11/24 20.10 - Alex: <Media tidak disertakan>;;;;;;
01/11/24 20.10 - Alex: <Media tidak disertakan>;;;;;;
10/11/24 10.58 - Zaki: https://www.instagram.com/reel/DCCHxqRvxSF/?igsh=cWNwZXN2NTN0NHZv;;;;;;
10/11/24 10.58 - Zaki: @6281336530958;;;;;;
10/11/24 11.05 - Alex: <Media tidak disertakan>;;;;;;
10/11/24 11.05 - Zaki: mirip diki;;;;;;
10/11/24 11.06 - Alex: Dicky budionoðŸ—¿;;;;;;
10/11/24 11.15 - Zaki: siregar;;;;;;
10/11/24 12.22 - Dicky: <Media tidak disertakan>;;;;;;
18/11/24 17.35 - duta: aps ono tugas ga cah?;;;;;;
20/11/24 20.57 - Dicky: https://youtu.be/00o1vJYTp4I?si=9LdkM0neVVS64zlW;;;;;;
21/11/24 11.34 - Bayu: <Media tidak disertakan>;;;;;;
21/11/24 11.37 - duta: gas lek;;;;;;
23/11/24 18.18 - Bayu: Info aps lek;;;;;;
23/11/24 18.25 - Alex: @6281336530958 kirim neh dik rakenek di download ki;;;;;;
23/11/24 18.34 - Atha: tugas 1 sg ndi? spada kae?;;;;;;
23/11/24 18.35 - duta: iyo;;;;;;
23/11/24 18.35 - Atha: okeng;;;;;;
23/11/24 18.35 - Alex: Tugasi siji ki sing tugas kelompok opo tugas individu?;;;;;;
23/11/24 18.36 - duta: iki sing digawe perancangan arsitektur sistem mbe perancangan database sistem e berdasarkan analisis spada kelompok?;;;;;;
23/11/24 18.36 - Atha: berdasarkan tugas 1;;;;;;
23/11/24 18.36 - Atha: lha tugas 1 i sg ndi;;;;;;
23/11/24 18.37 - Alex: <Media tidak disertakan>;;;;;;
23/11/24 18.38 - Zaki: tugas 1 i le kelompok ga si;;;;;;
23/11/24 18.38 - Atha: <Media tidak disertakan>;;;;;;
23/11/24 18.39 - duta: iyo;;;;;;
23/11/24 18.39 - Zaki: opo sing analisis kelayakan ?;;;;;;
23/11/24 18.39 - duta: sing tugas kelompok di analisis dewe meneh opo kelompok?;;;;;;
23/11/24 18.39 - Atha: yen analisis kelayakan i kelompok;;;;;;
23/11/24 18.40 - Atha: yen sg iki kae asal gawe jir;;;;;;
23/11/24 18.43 - Atha: opo sg spada ae?;;;;;;
23/11/24 18.43 - Zaki: bingung gua;;;;;;
23/11/24 18.44 - Atha: 2;;;;;;
23/11/24 18.53 - duta: sing kelompok analisis spada;;;;;;
23/11/24 18.54 - Atha: sumber?;;;;;;
23/11/24 18.54 - Atha: a1?;;;;;;
23/11/24 19.01 - duta: rambut zidane;;;;;;
23/11/24 19.12 - Atha: yws spada ae yo;;;;;;
23/11/24 19.12 - Atha: garap dut akwkwkwl;;;;;;
23/11/24 19.32 - Bayu: <Media tidak disertakan>;;;;;;
23/11/24 19.34 - Dicky: <Media tidak disertakan>;;;;;;
23/11/24 19.55 - duta: <Media tidak disertakan>;;;;;;
23/11/24 23.24 - duta: sido ne sing ndi cuy?;;;;;;
23/11/24 23.24 - duta: sing kelompok opo analisis pieces?;;;;;;
23/11/24 23.24 - duta: nek pieces kan golek studi kasus dewe;;;;;;
24/11/24 12.52 - Atha: piye ki sidane sg ndi?;;;;;;
24/11/24 12.56 - Zaki: masih bingung saya;;;;;;
24/11/24 22.18 - Bayu: aku nganggo sek tugas1 kelompok pak;;;;;;
24/11/24 22.21 - Alex: <Media tidak disertakan>;;;;;;
09/12/24 18.02 - Atha: iki tugas e piye wak?;;;;;;
09/12/24 18.12 - Zaki: kurang tau;;;;;;
09/12/24 18.15 - Bayu: Info sek wes garap lekk;;;;;;
10/12/24 13.26 - duta: rancangan e pie?;;;;;;
10/12/24 13.26 - duta: nek ui ne ngko tak jajal gawe ne;;;;;;
10/12/24 13.27 - duta: kui garap dewe dewe opo oleh digarap sak kelompok tapi ngumpulno ne mandiri?;;;;;;
10/12/24 13.27 - Alex: Nah iki piye jane;;;;;;
10/12/24 13.27 - Atha: nggonku ws arep dadi i;;;;;;
10/12/24 13.27 - duta: Medium Fidelity Prototype;;;;;;
10/12/24 13.27 - duta: sing opo? rancangan opo desain ui ne?;;;;;;
10/12/24 13.27 - Atha: kabeh si;;;;;;
10/12/24 13.28 - duta: rancangan e kek pie ta?;;;;;;
10/12/24 13.28 - duta: nonton nggonmu;;;;;;
